id	name	definition	source_id	related_id		
67B1803C056F41C9ADCABB97CD1BB09D	Fat Bike Derailleur Material	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="199DC979D2874964BDA9871CBA809E2D"&gt;&lt;/variable&gt;&lt;named-constant id="D1AEA4A661FF46B2A780A8CC8D2AC81A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0089CDF2BD3C44288B9646A88EC10A54			
786F6DF0214C46F3AF5B5F8835663EF1	Small Road Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="D2B39C1CE2F54BB7A767CE7E9ECC7FFF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
79E4A405EC484472B334F49C3DEA3710	Fat Bike Rear Cassette	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="D4F1CCA2E2EC4DAB8C05CB99C5AA2949"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	64192E41866B47E1BC8C2CE2536C2B2A			
7C252B022C3D4FF9A1D2A3F8AD7B929A	Mtn/Fat Bike Large Frame	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"&gt;&lt;/variable&gt;&lt;named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
807277E18E834C1592DA5997097E9385	Mountain Bike Chain	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"&gt;&lt;/variable&gt;&lt;named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	EC150EE12CA24D5FAC2BE319DD620603			
80C33CE0AA864CC6850E036940B18581	Small Mtn/Fat Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="BB931A8CE66D4757B52A98B47EFAC364"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
81CC3EB7AA0741B9BF38C504FE5DDA9C	700c Tires	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="E5CD0504052F4C749AA667C88BD35744"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="5C916EBF76494F089FF901AAE2DCD355"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	12213A28901844C49CC05AD755D5A743			
8F518A29FFAE44F6808FC807D056940E	Short Derailleur	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="413F3E8FC699482F915CD089CB730477"&gt;&lt;/variable&gt;&lt;named-constant id="091A33FB246B426F913B09B4B0D4D08F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="30548FF262994EEBBCFB2BA7C2B02853"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="4D7BEE766472476BA345B4FB2B3EAFBE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="D7D1EAB7BCEF4E549012F45FB13C6A60"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="0FAAC49E06DA470FA4E1839D930CE912"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="1A0E18DB32A64A549AD9E4788FD00B04"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0089CDF2BD3C44288B9646A88EC10A54			
9005D9A5D5634BE993492392ECC3F2C4	175mm Crank Arm	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="D9DA735CE7B54AA79A71646334CD3D48"&gt;&lt;/variable&gt;&lt;named-constant id="94FA6F6D57684720AFC5F44B7F1D7FC2"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	1B1D7C94A6D14F8F856E7675FB3573AD			
90DC96436C704E9FB72EB044BEE9308D	Medium Road Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="CC576077E21F4D52BA6D559EF638A2A8"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
9147E54EE7B346EABB2851027B36A462	Road Bike Chain	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D5106EFD56AE4CC1B6DE9EC9879DDC9B"&gt;&lt;/variable&gt;&lt;named-constant id="7DF000E1B09D4FD8B1ECC1BA5A71FAA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	EC150EE12CA24D5FAC2BE319DD620603			
92489F5319104B46AB265ED9AB3D1B9A	Mountain Bike Chainring/Crankset Material	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="B253CC97FEFF45F6B5E086FBB323AB53"&gt;&lt;/variable&gt;&lt;named-constant id="A5D9F1EB9A1D4B9A956A02DDAE7652EA"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="137AB4D5A3884BEF9751738E9D6E6B6A"&gt;&lt;/variable&gt;&lt;named-constant id="31256E112BC44C89A77D4A588234CAA0"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	1B1D7C94A6D14F8F856E7675FB3573AD			
9B8EE59548704A8E965806FE3B0DAEC1	Large Mtn Bike Stem	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="33D9D7931CD3413B8FBED7C380112BB6"&gt;&lt;/variable&gt;&lt;named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F8A8C23F55164844BABDD49C07AA0580"&gt;&lt;/variable&gt;&lt;named-constant id="F60CE00363034BDD8C59FA33E90D663A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	807F7931F4F6480B9B3769BFF4C88140			
A1EA0B04AC3B4432B516714906AD3BF1	Road Bike Rear Cassette	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="0FAAC49E06DA470FA4E1839D930CE912"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	64192E41866B47E1BC8C2CE2536C2B2A			
A42FA7F6622B40219C439C5F862761ED	700c Wheelset	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="8559DF3846014E008B65B3133CEC1271"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="DB55BDBB1C2F4D7B89D82F2D0C8AC7E9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	441C39D9CBFC4B6FB9FB2A7FA96B8354			
AAEE81C23EE64A8D987F60C68A9A9EB2	27.5" Tires	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="7751C77C9F8B488F81EA988048D12A94"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="62343919C2CB4C6D93E26A09CC51A427"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	12213A28901844C49CC05AD755D5A743			
AC19467F9BB043E39696D9FF8C96C724	Flat Handlebar	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="135FC145CCD24E289B799A293A996B9B"&gt;&lt;/variable&gt;&lt;named-constant id="2B5EC81A5CA2405EAF801C0492E95316"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="D9DB024B9D7B4D91BA9A0636ED55B86D"&gt;&lt;/variable&gt;&lt;named-constant id="9A483AD6171C4269BAC7D002F0581B3A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	53F3A173347E4631B71DD06BFCD38627			
AC34D084AEAE48FDA3DDA5F3ED25A100	Road Bike Sizes	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="00C7C877F0E945EE817314F8712AA7E4"&gt;&lt;/variable&gt;&lt;named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	534B0B2819BD48D58E133D39E6BC596C			
B2B978D5622844649376A65CF3B5DDB7	Mountain Bike Seat	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="785B653D5FCB4EFAA22233667DFADB61"&gt;&lt;/variable&gt;&lt;named-constant id="E8CC4C9A1F8D401183D6B64B4F94177C"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="EAD8CFDF9E794159AEEE3702498FFBFE"&gt;&lt;/variable&gt;&lt;named-constant id="C545A3F992FC49DD889993240F2A2AE9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="F35D72593E9646A4B7C4DAA0A03283F8"&gt;&lt;/variable&gt;&lt;named-constant id="A31A5022A60746CDAD154E583C5EEBDC"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	029AFC2B634246F7A7F1D33EEB45945F			
B5D97363B1374296A9DF34E35AFEAD8A	Road Bike Wheelset	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="6D433897A17E44408D6CE1AED0396EDF"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;AND&gt;&lt;EQ&gt;&lt;variable id="D81D79596246475BBCC86A8E6C11F20F"&gt;&lt;/variable&gt;&lt;named-constant id="BA0B1591E8F144FC9E0D0551727BDD5A"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="3141940FEE594ECBB8D0F5654267E499"&gt;&lt;/variable&gt;&lt;named-constant id="0CF1FDAE3A054376AC13BCFDDBBEC0E6"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="6366853A7D5248179A8EB8FB32815565"&gt;&lt;/variable&gt;&lt;named-constant id="F03552CE264F4EFEB495622B8DF97CD9"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="282D35D4D4DD4488B6C79675050E76B9"&gt;&lt;/variable&gt;&lt;named-constant id="6CD77033AFF14CDEAB73C83FB6FD5D78"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/AND&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0AFCA8613A7D459DB1076F950F88717E			
B84B9D8769884FF0A294940EACC199C0	Mountain Bike Rear Cassette	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="AB33ADB780C04772B27FFB197021CDFD"&gt;&lt;/variable&gt;&lt;named-constant id="A1F393ED06344113B6A3D5B671B88467"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	64192E41866B47E1BC8C2CE2536C2B2A			
B9C80CC9C4DA494D8E80D64D2789C4D0	Mountain Bike Frame Colors	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;OR&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="CEC3D9D7CDF14EB59A9060339F623878"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;EQ&gt;&lt;variable id="8908A56668DE4A9E8EA31389ACDD73C7"&gt;&lt;/variable&gt;&lt;named-constant id="87F9EB4D28904C1CB17A86A39AE66835"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/OR&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
BB0A55668FBA4BD194AFEFC172A728BD	Mountain Bike Frame Material	&lt;expression&gt;&lt;IMPLICATION&gt;&lt;CONDITION&gt;&lt;EQ&gt;&lt;variable id="53005649877549C0BAEC58960AA0FAF8"&gt;&lt;/variable&gt;&lt;named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONDITION&gt;&lt;CONSEQUENCE&gt;&lt;EQ&gt;&lt;variable id="69DA5886930344E2A684F270C0BB21B9"&gt;&lt;/variable&gt;&lt;named-constant id="A5874874453E48549A629879E62EC2EE"&gt;&lt;/named-constant&gt;&lt;/EQ&gt;&lt;/CONSEQUENCE&gt;&lt;/IMPLICATION&gt;&lt;/expression&gt;	0D7483BFDFF04295A7791AE49ED09B78			
