id	item_number	definition	string_notation	description
B84B9D8769884FF0A294940EACC199C0	00000417	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="AB33ADB780C04772B27FFB197021CDFD"></variable><named-constant id="A1F393ED06344113B6A3D5B671B88467"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Cogs Combinations] = [10-50]	Mountain Bike Rear Cassette
B9C80CC9C4DA494D8E80D64D2789C4D0	00000418	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="CEC3D9D7CDF14EB59A9060339F623878"></named-constant></EQ><EQ><variable id="8908A56668DE4A9E8EA31389ACDD73C7"></variable><named-constant id="87F9EB4D28904C1CB17A86A39AE66835"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Frame Color] = [Glossy Black] OR [Frame Color] = [Black/Yellow]	Mountain Bike Frame Colors
BB0A55668FBA4BD194AFEFC172A728BD	00000419	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="A5874874453E48549A629879E62EC2EE"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Frame Material] = [Aluminum Alloy]	Mountain Bike Frame Material
BE2F680E01704721BB7A2B68FA40351B	00000420	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="B253CC97FEFF45F6B5E086FBB323AB53"></variable><named-constant id="3CF6B5E26CBB49C9B30AE362DDFF9BEF"></named-constant></EQ><EQ><variable id="137AB4D5A3884BEF9751738E9D6E6B6A"></variable><named-constant id="49CF6FDC6CFF4FA1A6A4DD9502821C9E"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Crankset Material] = [Carbon Fiber] AND [Chainring Setup] = Standard	Road Bike Chainring/Crankset Material
CB507BF1E4C74BE6BF3C983C32B7DBEF	00000421	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="7751C77C9F8B488F81EA988048D12A94"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="50463E9340ED4599B42B3DD83FC92C10"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Tire Size] = [27.5 inches] AND [Tire Width] = [1.95 inches] AND [Rim Size] = [27.5 inches] AND [Rim Width] = [1.95 inches]	Mountain Bike Wheelset
CC004288C4D84DDC95D7F30494161285	00000422	<expression><IMPLICATION><CONDITION><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="C126CADCF6BE4F4DA0CB87CF783CDE72"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="62343919C2CB4C6D93E26A09CC51A427"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Tire Size] = [29 inches] THEN [Tire Width] = [1.95 inches] OR [Tire Width] = [2.3 inches]	29" Tires
CC511EB0B2FE4696AAB20C9C31230644	00000423	<expression><IMPLICATION><CONDITION><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="5E15CE8DA4F2488F8F973EC7AF9A9886"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="3E86CD78FABE434993F4AB2B1EC2C570"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Stem Material] = Steel THEN [Stem Length] = [2 inches]	Steel Stems
CD19AACCC95B47DABE561141E8D03211	00000424	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="EB4D4F00837A4180AC5569C5DF1110F1"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = Large THEN [Stem Length] = [3.9 inches] AND [Stem Material] = Aluminum	Large Road Bike Stem
D26662476E7F4C96A12E6D983BD5A04F	00000425	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="900E27BF40D34FDA9C863EBB5AEA6DA9"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="0ED4F9F6B72C4DC1931B92135F5E17A6"></named-constant></EQ><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="F7074143B2E14E85ABB1A9EE5B651F6E"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Frame Size] = [17 inches] OR [Frame Size] = [19 inches] OR [Frame Size] = [21 inches] OR [Frame Size] = [23 inches]	Mountain Bike Frame Sizes
D310AFA8E8324F428DB57804B79FE5E7	00000426	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = [X-Small] THEN [Stem Length] = [2.3 inches] AND [Stem Material] = Aluminum	X-Small Road Bike Stem
D7BA8889B25A49FBB319C8F5790F5254	00000427	<expression><IMPLICATION><CONDITION><EQ><variable id="D9DA735CE7B54AA79A71646334CD3D48"></variable><named-constant id="DB31633D73804BC2A15ACCD521B5D084"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="CC195BCDCA914E9280EB6DEE8413C65A"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="C0B87EA574094C3A8F301FC9D48D27F3"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Crankarm Length] = 170mm THEN [Bicycle Size] = Small OR [Bicycle Size] = [X-Small] OR [Bicycle Size] = Medium	170mm Crank Arm
DB4182D5250D48579CA231E7AB8FC8D5	00000428	<expression><IMPLICATION><CONDITION><AND><OR><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><AND><EQ><variable id="33D9D7931CD3413B8FBED7C380112BB6"></variable><named-constant id="9CC4BEFF684B46F798CBB38BA3C04F56"></named-constant></EQ><EQ><variable id="F8A8C23F55164844BABDD49C07AA0580"></variable><named-constant id="F60CE00363034BDD8C59FA33E90D663A"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF ([Bicycle Type] = [Mountain Bike] OR [Bicycle Type] = [Fat Bike]) AND [Bicycle Size] = [X-Large] THEN [Stem Length] = [2.3 inches] AND [Stem Material] = Aluminum	X-Large Mtn/Fat Bike Stem
DC77A00104F445DEB8E1512219D44792	00000429	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="F12FBDB21FCD4D3CAB1C66417DAA9E86"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="6AC30EAC60FE45C0A929DE61E4BA03E6"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = [X-Large] THEN [Frame Size] = [58.5cm]	Road Bike X-Large Frame
DF73BEB4DCE140FF86A73465DA0E62E5	00000430	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="B253CC97FEFF45F6B5E086FBB323AB53"></variable><named-constant id="A5D9F1EB9A1D4B9A956A02DDAE7652EA"></named-constant></EQ><EQ><variable id="137AB4D5A3884BEF9751738E9D6E6B6A"></variable><named-constant id="31256E112BC44C89A77D4A588234CAA0"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Crankset Material] = [Aluminum Alloy] AND [Chainring Setup] = Triple	Fat Bike Chainring/Crankset Material
E1C18513D52B45AAB6AFCECD595272EE	00000431	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="2D9B7374C64243E48AFE004098CD0193"></variable><named-constant id="C97282020BA94EBCA2A49FDA52FF23E4"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN Shocks = [Rear Shocks]	Fat Bike Shocks
E5E7D5285C5D475A9C540DB8ECA6EAE9	00000432	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="199DC979D2874964BDA9871CBA809E2D"></variable><named-constant id="D1AEA4A661FF46B2A780A8CC8D2AC81A"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Derailleur Material] = Aluminum	Mountain Bike Derailleur Material
E88EE68CCF6A4A46A6E2868C5C8B46EC	00000433	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="8ACC8129718F487EAAA2ADDB15408CFB"></variable><named-constant id="9B319A908D764BF499FDE7BB9AD58200"></named-constant></EQ><EQ><variable id="BCFEACD2D00D4E6C8560B20BE2E34D34"></variable><named-constant id="33DF2BF35E7C480992AE37EFC4E44A7B"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Mountain Bike] THEN [Brake Type] = [Disc Brake] AND [Brake Lever Type] = [Hydraulic Disc Brake Lever]	Mountain Bike Brakes
E955CA1B16DE4264BA3385ADC9AF5E78	00000434	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><EQ><variable id="69DA5886930344E2A684F270C0BB21B9"></variable><named-constant id="C9D913C77E784E2F9B5399CC68CBBF91"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN [Frame Material] = Titanium	Fat Bike Frame Material
E96CBD591E8541A3B299048EC16E34DC	00000435	<expression><IMPLICATION><CONDITION><AND><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="794E7FEC14A44ED99D1DACEE0E804BA6"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="C0369CAE69DB46AFAFA73B6B1ECC102D"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] AND [Bicycle Size] = Large THEN [Frame Size] = [55.5cm]	Road Bike Large Frame
E9EF4B9E7C0A4AC5A77D640E776C15BE	00000436	<expression><IMPLICATION><CONDITION><AND><OR><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="2EEB8648D04C4D85A95F46D65B36BE5F"></named-constant></EQ><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></OR><EQ><variable id="00C7C877F0E945EE817314F8712AA7E4"></variable><named-constant id="E1CCB25E1E0F48FDA603A990A5038A5E"></named-constant></EQ></AND></CONDITION><CONSEQUENCE><EQ><variable id="2348FEDB34DE42D3B7A70F17C0DBB36F"></variable><named-constant id="860C5844157C4505B0B6E473446355AB"></named-constant></EQ></CONSEQUENCE></IMPLICATION></expression>	IF ([Bicycle Type] = [Mountain Bike] OR [Bicycle Type] = [Fat Bike]) AND [Bicycle Size] = Medium THEN [Frame Size] = [19 inches]	Mtn/Fat Bike Medium Frame
F241913BF52A4E7990180AA03620A3CB	00000437	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="BB931A8CE66D4757B52A98B47EFAC364"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="7D3BD5DC755846C68BD228F4F14B5E18"></variable><named-constant id="6570C32CF86C407F9F69B4806EA447EE"></named-constant></EQ><EQ><variable id="320A1CE40FB94E9C92896DB523BE78CD"></variable><named-constant id="E131455A526A46ABA459AAB717021DA2"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Fat Bike] THEN Travel = [No Travel] AND [Fork Material] = Steel	Fat Bike Fork
F2E14B0C1D1D4F4FB329E1103C842754	00000438	<expression><IMPLICATION><CONDITION><EQ><variable id="6366853A7D5248179A8EB8FB32815565"></variable><named-constant id="50463E9340ED4599B42B3DD83FC92C10"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="B4B79AF820334BA991A4A7C6BDB4F44C"></named-constant></EQ><EQ><variable id="282D35D4D4DD4488B6C79675050E76B9"></variable><named-constant id="DB55BDBB1C2F4D7B89D82F2D0C8AC7E9"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Rim Size] = [27.5 inches] THEN [Rim Width] = [1.95 inches] OR [Rim Width] = [2.3 inches]	29" Wheelset
F4D25B66E5F542C78AAA9964C26AD749	00000439	<expression><IMPLICATION><CONDITION><EQ><variable id="D81D79596246475BBCC86A8E6C11F20F"></variable><named-constant id="52BA807AC66545C68AF39E73EDEA0089"></named-constant></EQ></CONDITION><CONSEQUENCE><OR><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="920C9A02D79C4EFBA2E7098BAB913BF7"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="2910C62A753C406EA7283E7502853B87"></named-constant></EQ><EQ><variable id="3141940FEE594ECBB8D0F5654267E499"></variable><named-constant id="62343919C2CB4C6D93E26A09CC51A427"></named-constant></EQ></OR></CONSEQUENCE></IMPLICATION></expression>	IF [Tire Size] = [26 inches] THEN [Tire Width] = [1.95 inches] OR [Tire Width] = [3.9 inches] OR [Tire Width] = [2.3 inches]	26" Tires
F6327F9DA9994A4F8E2C3B258AABB7DF	00000440	<expression><IMPLICATION><CONDITION><EQ><variable id="53005649877549C0BAEC58960AA0FAF8"></variable><named-constant id="6D433897A17E44408D6CE1AED0396EDF"></named-constant></EQ></CONDITION><CONSEQUENCE><AND><EQ><variable id="EAD8CFDF9E794159AEEE3702498FFBFE"></variable><named-constant id="270DD95FB74C4673ADE624D3BCC74C06"></named-constant></EQ><EQ><variable id="F35D72593E9646A4B7C4DAA0A03283F8"></variable><named-constant id="59D5049777F24163BBBA030EB0C5D172"></named-constant></EQ><EQ><variable id="785B653D5FCB4EFAA22233667DFADB61"></variable><named-constant id="0078DBF1452C4CD8B879E32F9972F1DC"></named-constant></EQ></AND></CONSEQUENCE></IMPLICATION></expression>	IF [Bicycle Type] = [Road Bike] THEN [Seatpost Suspension] = [No Suspension] AND [Saddle Material] = Carbon AND [Seatpost Material] = Carbon	Road Bike Seat
